dialog_id,language,condition_hidden,topic_main,prompt_name,provider,model,part_b_input_type,part_b_image_path,status,response_text,json_parse_status,json_parse_error,A1_user_engagement_enjoyment,A2_conversation_flow_coherence,A3_interaction_clarity_habitability,A4_repair_recovery_quality,A5_response_appropriateness,A6_social_interaction_quality,B1_anthropomorphism_human_likeness,B2_animacy_lifelikeness,B3_likeability_pleasantness,B4_perceived_intelligence_competence,A1_user_engagement_enjoyment_confidence,A2_conversation_flow_coherence_confidence,A3_interaction_clarity_habitability_confidence,A4_repair_recovery_quality_confidence,A5_response_appropriateness_confidence,A6_social_interaction_quality_confidence,B1_anthropomorphism_human_likeness_confidence,B2_animacy_lifelikeness_confidence,B3_likeability_pleasantness_confidence,B4_perceived_intelligence_competence_confidence,error,latency_s
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,gwdg,qwen3-30b-a3b-instruct-2507,description,,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 5,
  ""A2_conversation_flow_coherence"": 5,
  ""A3_interaction_clarity_habitability"": 5,
  ""A4_repair_recovery_quality"": 5,
  ""A5_response_appropriateness"": 5,
  ""A6_social_interaction_quality"": 5,
  ""B1_anthropomorphism_human_likeness"": 5,
  ""B2_animacy_lifelikeness"": 5,
  ""B3_likeability_pleasantness"": 5,
  ""B4_perceived_intelligence_competence"": 5,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,3.17
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,gwdg,qwen3-coder-30b-a3b-instruct,description,,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 4,
  ""A2_conversation_flow_coherence"": 5,
  ""A3_interaction_clarity_habitability"": 5,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 5,
  ""A6_social_interaction_quality"": 4,
  ""B1_anthropomorphism_human_likeness"": 5,
  ""B2_animacy_lifelikeness"": 5,
  ""B3_likeability_pleasantness"": 5,
  ""B4_perceived_intelligence_competence"": 4,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,4,5,5,3,5,4,5,5,5,4,,,,,,,,,,,,1.3
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,gwdg,qwen3-omni-30b-a3b-instruct,description,,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 4,
  ""A2_conversation_flow_coherence"": 4,
  ""A3_interaction_clarity_habitability"": 4,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 4,
  ""A6_social_interaction_quality"": 4,
  ""B1_anthropomorphism_human_likeness"": 4,
  ""B2_animacy_lifelikeness"": 4,
  ""B3_likeability_pleasantness"": 4,
  ""B4_perceived_intelligence_competence"": 4,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,4,4,4,3,4,4,4,4,4,4,,,,,,,,,,,,121.86
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,gwdg,qwen3.5-122b-a10b,description,,OK,,empty,empty response,,,,,,,,,,,,,,,,,,,,,,44.89
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,gwdg,qwen3.5-397b-a17b,description,,OK,,empty,empty response,,,,,,,,,,,,,,,,,,,,,,46.92
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,gwdg,qwen3.6-35b-a3b,description,,OK,,empty,empty response,,,,,,,,,,,,,,,,,,,,,,19.58
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,gwdg,teuken-7b-instruct-research,description,,OK,"{""dialog_id"": ""833"", ""A1_user_engagement_enjoyment"": 1, ""A2_conversation_flow_coherence"": 1, ""A3_interaction_clarity_habitability"": 1, ""A4_repair_recovery_quality"": 1, ""A5_response_appropriateness"": 1, ""A6_social_interaction_quality"": 1, ""B1_anthropomorphism_human_likeness"": 1, ""B2_animacy_lifelikeness"": 1, ""B3_likeability_pleasantness"": 1, ""B4_perceived_intelligence_competence"": 1, ""missing_information"": [], ""quality_flags"": []}",ok,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,2.3
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,GaleneAI/Magistral-Small-2509-FP8-Dynamic,description,,OK,"```json
{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 3,
  ""A2_conversation_flow_coherence"": 3,
  ""A3_interaction_clarity_habitability"": 3,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 4,
  ""A6_social_interaction_quality"": 3,
  ""B1_anthropomorphism_human_likeness"": 3,
  ""B2_animacy_lifelikeness"": 3,
  ""B3_likeability_pleasantness"": 3,
  ""B4_perceived_intelligence_competence"": 3,
  ""missing_information"": [],
  ""quality_flags"": []
}
```",ok,,3,3,3,3,4,3,3,3,3,3,,,,,,,,,,,,2.44
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,Microsoft/Phi-4-mini-instruct,description,,OK,"```json
{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 4,
  ""A2_conversation_flow_coherence"": 4,
  ""A3_interaction_clarity_habitability"": 4,
  ""A4_repair_recovery_quality"": 4,
  ""A5_response_appropriateness"": 4,
  ""A6_social_interaction_quality"": 4,
  ""B1_anthropomorphism_human_likeness"": 4,
  ""B2_animacy_lifelikeness"": 4,
  ""B3_likeability_pleasantness"": 4,
  ""B4_perceived_intelligence_competence"": 4,
  ""missing_information"": [],
  ""quality_flags"": []
}
```",ok,,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1.35
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,Qwen/Qwen3.6-35B-A3B-FP8,description,,OK,,empty,empty response,,,,,,,,,,,,,,,,,,,,,,9.3
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,description,,OK,"```json
{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 3,
  ""A2_conversation_flow_coherence"": 3,
  ""A3_interaction_clarity_habitability"": 3,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 3,
  ""A6_social_interaction_quality"": 3,
  ""B1_anthropomorphism_human_likeness"": 3,
  ""B2_animacy_lifelikeness"": 3,
  ""B3_likeability_pleasantness"": 3,
  ""B4_perceived_intelligence_competence"": 3,
  ""missing_information"": [],
  ""quality_flags"": []
}
```",ok,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,2.72
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,RedHatAI/gemma-4-31B-it-FP8-block,description,,OK,"```json
{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 4,
  ""A2_conversation_flow_coherence"": 4,
  ""A3_interaction_clarity_habitability"": 4,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 4,
  ""A6_social_interaction_quality"": 4,
  ""B1_anthropomorphism_human_likeness"": 3,
  ""B2_animacy_lifelikeness"": 4,
  ""B3_likeability_pleasantness"": 3,
  ""B4_perceived_intelligence_competence"": 3,
  ""missing_information"": [],
  ""quality_flags"": []
}
```",ok,,4,4,4,3,4,4,3,4,3,3,,,,,,,,,,,,4.72
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,deepseek-ai/DeepSeek-V4-Flash,description,,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 3,
  ""A2_conversation_flow_coherence"": 3,
  ""A3_interaction_clarity_habitability"": 3,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 3,
  ""A6_social_interaction_quality"": 3,
  ""B1_anthropomorphism_human_likeness"": 3,
  ""B2_animacy_lifelikeness"": 3,
  ""B3_likeability_pleasantness"": 3,
  ""B4_perceived_intelligence_competence"": 3,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,2.51
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,google/gemma-4-E4B-it,description,,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 4,
  ""A2_conversation_flow_coherence"": 4,
  ""A3_interaction_clarity_habitability"": 4,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 4,
  ""A6_social_interaction_quality"": 4,
  ""B1_anthropomorphism_human_likeness"": 3,
  ""B2_animacy_lifelikeness"": 3,
  ""B3_likeability_pleasantness"": 3,
  ""B4_perceived_intelligence_competence"": 4,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,4,4,4,3,4,4,3,3,3,4,,,,,,,,,,,,7.75
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,gpt-oss-120b,description,,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 3,
  ""A2_conversation_flow_coherence"": 4,
  ""A3_interaction_clarity_habitability"": 4,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 4,
  ""A6_social_interaction_quality"": 4,
  ""B1_anthropomorphism_human_likeness"": 3,
  ""B2_animacy_lifelikeness"": 4,
  ""B3_likeability_pleasantness"": 4,
  ""B4_perceived_intelligence_competence"": 4,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,3,4,4,3,4,4,3,4,4,4,,,,,,,,,,,,5.64
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,nhr,ibm-granite/granite-4.1-3b,description,,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 2,
  ""A2_conversation_flow_coherence"": 2,
  ""A3_interaction_clarity_habitability"": 2,
  ""A4_repair_recovery_quality"": 2,
  ""A5_response_appropriateness"": 2,
  ""A6_social_interaction_quality"": 2,
  ""B1_anthropomorphism_human_likeness"": 2,
  ""B2_animacy_lifelikeness"": 2,
  ""B3_likeability_pleasantness"": 2,
  ""B4_perceived_intelligence_competence"": 2,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0.79
833,en,Condition A (Willi),Breakfast,conservative_independent_rater,openai,gpt-5.4-mini,image,data\assets\robot_images\block_b_image_condition_a_willi.png,OK,"{
  ""dialog_id"": ""833"",
  ""A1_user_engagement_enjoyment"": 3,
  ""A2_conversation_flow_coherence"": 3,
  ""A3_interaction_clarity_habitability"": 4,
  ""A4_repair_recovery_quality"": 3,
  ""A5_response_appropriateness"": 4,
  ""A6_social_interaction_quality"": 4,
  ""B1_anthropomorphism_human_likeness"": 2,
  ""B2_animacy_lifelikeness"": 2,
  ""B3_likeability_pleasantness"": 3,
  ""B4_perceived_intelligence_competence"": 3,
  ""missing_information"": [],
  ""quality_flags"": []
}",ok,,3,3,4,3,4,4,2,2,3,3,,,,,,,,,,,,3.4
833,en,Condition A (Willi),Breakfast,decomposed_evidence,gwdg,apertus-70b-instruct-2509,description,,OK,"```json
{
  ""dialog_id"": ""833"",
  ""ratings"": {
    ""A1_user_engagement_enjoyment"": {
      ""evidence"": ""Visitor continues conversation with multiple turns, showing engagement."",
      ""score"": 3,
      ""confidence"": ""medium""
    },
    ""A2_conversation_flow_coherence"": {
      ""evidence"": ""Conversations flows smoothly with clear topic shifts and follow-up questions."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A3_interaction_clarity_habitability"": {
      ""evidence"": ""Robot provides clear options and prompts for next steps (e.g., 'When do you usually get up?', 'How long do you spend on breakfast?')."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A4_repair_recovery_quality"": {
      ""evidence"": ""No observable misunderstandings or recovery needed; conversation progresses naturally."",
      ""score"": 5,
      ""confidence"": ""high""
    },
    ""A5_response_appropriateness"": {
      ""evidence"": ""Robot responses are relevant and engaging, e.g., 'How lovely to start the day with family!'."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A6_social_interaction_quality"": {
      ""evidence"": ""Robot uses social cues like 'How lovely' and 'I'm excited to hear your opinion', showing social awareness."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""B1_anthropomorphism_human_likeness"": {
      ""evidence"": ""Robot image shows facial expressions and gestures (e.g., 'smile'), suggesting human-like appearance."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""B2_animacy_lifelikeness"": {
      ""evidence"": ""Robot image shows facial expressions and gestures, suggesting lifelike animation."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""B3_likeability_pleasantness"": {
      ""evidence"": ""Robot's responses convey a friendly and engaging tone (e.g., 'I'm excited to hear your opinion'), suggesting pleasantness."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""B4_perceived_intelligence_competence"": {
      ""evidence"": ""Robot handles conversation smoothly, showing competence in understanding and responding to visitor input."",
      ""score"": 4,
      ""confidence"": ""high""
    }
  },
  ""flags"": []
}
``` 

**Note:** The scores are based on the dialogue transcript and the provided robot image context. The scores reflect the observable evidence from the dialogue and the robot's appearance. If the image or description were not provided, scores for B1-B4 would be `null`. Here, the scores are based on the assumption that the robot image shows facial expressions and gestures, indicating anthropomorphism, animacy, and likeability. The scores for A1-A6 are based on the dialogue's flow, clarity, and social interaction quality.",ok_extracted,,3,4,4,5,4,4,4,4,4,4,medium,high,high,high,high,high,high,high,high,high,,20.08
833,en,Condition A (Willi),Breakfast,decomposed_evidence,gwdg,deepseek-r1-distill-llama-70b,description,,OK,"```json
{
  ""dialog_id"": ""833"",
  ""ratings"": {
    ""A1_user_engagement_enjoyment"": {
      ""evidence"": ""Visitor responds to each question and provides detailed answers."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A2_conversation_flow_coherence"": {
      ""evidence"": ""Conversation progresses logically from topic to topic."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A3_interaction_clarity_habitability"": {
      ""evidence"": ""Visitor's responses indicate clear understanding of each question."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A4_repair_recovery_quality"": {
      ""evidence"": ""No misunderstandings observed in the dialogue."",
      ""score"": 3,
      ""confidence"": ""medium""
    },
    ""A5_response_appropriateness"": {
      ""evidence"": ""Robot's responses are relevant and follow up logically."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A6_social_interaction_quality"": {
      ""evidence"": ""Robot uses friendly language and emojis."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""B1_anthropomorphism_human_likeness"": {
      ""evidence"": ""Robot has a head with facial expressions."",
      ""score"": 3,
      ""confidence"": ""medium""
    },
    ""B2_animacy_lifelikeness"": {
      ""evidence"": ""Robot can make facial expressions and gestures."",
      ""score"": 3,
      ""confidence"": ""medium""
    },
    ""B3_likeability_pleasantness"": {
      ""evidence"": ""Robot described as smiling and friendly."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""B4_perceived_intelligence_competence"": {
      ""evidence"": ""Robot engages in adaptive conversation."",
      ""score"": 4,
      ""confidence"": ""high""
    }
  },
  ""flags"": []
}
```",ok,,4,4,4,3,4,4,3,3,4,4,high,high,high,medium,high,high,medium,medium,high,high,,35.33
833,en,Condition A (Willi),Breakfast,decomposed_evidence,gwdg,devstral-2-123b-instruct-2512,description,,OK,"```json
{
  ""dialog_id"": ""833"",
  ""ratings"": {
    ""A1_user_engagement_enjoyment"": {
      ""evidence"": ""Visitor responds to all questions and provides detailed answers."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A2_conversation_flow_coherence"": {
      ""evidence"": ""Robot follows up logically on visitor's responses."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A3_interaction_clarity_habitability"": {
      ""evidence"": ""Robot provides clear prompts and options for the visitor."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A4_repair_recovery_quality"": {
      ""evidence"": ""No major misunderstandings or need for repair observed."",
      ""score"": 3,
      ""confidence"": ""medium""
    },
    ""A5_response_appropriateness"": {
      ""evidence"": ""Robot responses are contextually appropriate and relevant."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""A6_social_interaction_quality"": {
      ""evidence"": ""Robot uses friendly and engaging language."",
      ""score"": 4,
      ""confidence"": ""high""
    },
    ""B1_anthropomorphism_human_likeness"": {
      ""evidence"": ""Robot is described as a 'talking robot head with facial expressions/gestures'."",
      ""score"": 3,
      ""confidence"": ""medium""
    },
    ""B2_animacy_lifelikeness"": {
      ""evidence"": ""Robot is described as having facial expressions and gestures."",
      ""score"": 3,
      ""confidence"": ""medium""
    },
    ""B3_likeability_pleasantness"": {
      ""evidence"": ""Robot is described as having a 'smile' and being 'pleasant'."",
      ""score"": 4,
      ""confidence"": ""medium""
    },
    ""B4_perceived_intelligence_competence"": {
      ""evidence"": ""Robot is described as 'curious' and capable of conversation."",
      ""score"": 3,
      ""confidence"": ""medium""
    }
  },
  ""flags"": []
}
```",ok,,4,4,4,3,4,4,3,3,4,3,high,high,high,medium,high,high,medium,medium,medium,medium,,11.31
